# Samsung SM-S928B (e3q) ZZHL vendor-DLKM KMI CRC compatibility baseline
# Firmware: S928BXXU6ZZHL; stock kernel: 6.1.162-android14-11-34343818-abS928BXXU6ZZHL
# Extracted from supplied vendor_dlkm.new.dat (SHA-256 65840e49d5980d21dcb0db4732e1acc10116fd2169e98e79927c7f5ded19f7b2).
# All 2469 retained DZH2 strict symbols have identical ZZHL CRCs; seven
# DZH2-only imports are absent. ZZHL has 1642 additional
# vendor-internal imports outside this kernel-facing strict set.
# ZZHL vendor_boot validation: 411 modules, 2139 strict baseline-overlap symbols.
# Scope: all retained kernel-facing ZZHL vendor-DLKM imports in the proven strict set.
# Device audit: 0 internal CRC conflicts across 351 vendor_dlkm modules.
# 1675 exact CRCs; 794 known Samsung/GKI CRC differences require the audited strict repair.
# symbol	device_crc	validated_build_crc	modules
devm_thermal_of_cooling_device_register	0xe1d12317	0x021f9911	gpu_dump_skip_cdev;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm
devm_thermal_of_zone_register	0x21c72be8	0x21c72be8	bcl_soc;hwmon;qcom_spmi_adc5_gen3;qcom_spmi_temp_alarm;qti_qmi_sensor_v2
devm_usb_get_phy_by_node	0x9225cdfb	0x9225cdfb	dwc3_msm
devres_add	0xcb9503da	0xcb9503da	hwmon;lcd;reboot_mode;repeater
devres_free	0xe93e49c3	0xe93e49c3	hwmon;lcd;reboot_mode;repeater
devres_release	0xfaf840f5	0xfaf840f5	hwmon;lcd;reboot_mode
disable_irq	0x3ce4ca6f	0x3ce4ca6f	camera;dwc3_msm;fingerprint;i2c_msm_geni;i3c_master_msm_geni;input_cs40l26_i2c;lt9611uxc;max77705_fuelgauge;max77775_fuelgauge;mfd_max77705;mfd_max77775;mfd_s2mpb02;mhi;msm_drm;msm_geni_serial;msm_gpi;msm_kgsl;nu1668_charger;pca9481_charger;pci_msm_drv;pdic_max77705;pdic_max77775;pm8941_pwrkey;qca_cld3_kiwi_v2;qcom_glink;qcom_q6v5;qcom_smd;qcom_spmi_wled;sec_abc_detect_conn;sec_common_fn;slim_qcom_ngd_ctrl;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;spi_msm_geni;stm_ts_spi;stmvl53l8;synaptics_ts_spi;wez02
disable_irq_nosync	0x27bbf221	0x27bbf221	bhs_irq_controller;cnss2;dwc3_msm;flicker_sensor;max77705_charger;max77775_charger;msm_drm;msm_eva;msm_kgsl;msm_lmh_dcvs;msm_video;nfc_nxp_sec;nu1668_charger;qca_cld3_kiwi_v2;qcom_spmi_wled;sec_common_fn;stm_ts_spi;swr_ctrl_dlkm;synaptics_ts_spi;uwb;wcd_core_dlkm;wez02
dma_alloc_attrs	0xaecca64f	0xaecca64f	bam_dma;cnss2;dmesg_dumper;dwc3_msm;frpc_adsprpc;gh_panic_notifier;ipam;mhi;msm_drm;msm_eva;msm_geni_serial;msm_gpi;msm_kgsl;msm_memshare;msm_sharedmem;msm_video;pci_msm_drv;qca_cld3_kiwi_v2;qce50_dlkm;qcom_iommu_debug;qseecom_dlkm;slim_qcom_ngd_ctrl;tz_log_dlkm;ubwcp
dma_alloc_noncontiguous	0xcb9bf612	0xcb9bf612	coresight_tmc
dma_async_device_register	0xe5e76052	0xe5e76052	bam_dma;msm_gpi
dma_async_device_unregister	0x21433073	0x21433073	bam_dma;msm_gpi
dma_async_tx_descriptor_init	0x2b11f66f	0x2b11f66f	bam_dma;msm_gpi
dma_buf_attach	0x1c8c3c9f	0x1c8c3c9f	audpkt_ion_dlkm;camera;frpc_adsprpc;msm_drm;msm_eva;msm_kgsl;msm_video;qcedev_mod_dlkm;qseecom_dlkm;smcinvoke_dlkm;spcom;ubwcp
dma_buf_begin_cpu_access	0x4406c079	0x4406c079	audpkt_ion_dlkm;camera;frpc_adsprpc;msm_drm;msm_eva;msm_video;qseecom_dlkm
dma_buf_begin_cpu_access_partial	0xf0530291	0xf0530291	frpc_adsprpc;msm_eva
dma_buf_detach	0x4425402e	0x4425402e	audpkt_ion_dlkm;camera;frpc_adsprpc;msm_drm;msm_eva;msm_kgsl;msm_video;qcedev_mod_dlkm;qseecom_dlkm;smcinvoke_dlkm;spcom;ubwcp
dma_buf_end_cpu_access	0xc82f07f0	0xc82f07f0	audpkt_ion_dlkm;camera;frpc_adsprpc;msm_drm;msm_eva;msm_video;qseecom_dlkm
dma_buf_end_cpu_access_partial	0x0b750434	0x0b750434	frpc_adsprpc;msm_eva
dma_buf_fd	0x317a2244	0x317a2244	camera;msm_eva
dma_buf_get	0xe1c6bdef	0xe1c6bdef	audpkt_ion_dlkm;camera;frpc_adsprpc;msm_eva;msm_kgsl;msm_video;qcedev_mod_dlkm;qseecom_dlkm;smcinvoke_dlkm;spcom;ubwcp
dma_buf_get_flags	0x26c92687	0x26c92687	camera
dma_buf_map_attachment	0xb1441f23	0xb1441f23	audpkt_ion_dlkm;camera;frpc_adsprpc;msm_drm;msm_eva;msm_kgsl;msm_video;qcedev_mod_dlkm;qseecom_dlkm;smcinvoke_dlkm;spcom;ubwcp
dma_buf_put	0x819fd9a0	0x819fd9a0	audpkt_ion_dlkm;camera;frpc_adsprpc;msm_drm;msm_eva;msm_kgsl;msm_video;qcedev_mod_dlkm;qseecom_dlkm;smcinvoke_dlkm;spcom;ubwcp
dma_buf_unmap_attachment	0x54dc2906	0x54dc2906	audpkt_ion_dlkm;camera;frpc_adsprpc;msm_drm;msm_eva;msm_kgsl;msm_video;qcedev_mod_dlkm;qseecom_dlkm;smcinvoke_dlkm;spcom;ubwcp
dma_buf_vmap	0x0e98d45b	0x0e98d45b	audpkt_ion_dlkm;camera;msm_drm;msm_eva;msm_video;qseecom_dlkm
dma_buf_vunmap	0xdeb1c797	0xdeb1c797	audpkt_ion_dlkm;camera;msm_drm;msm_eva;msm_video;qseecom_dlkm
dma_fence_add_callback	0x8e21c9a1	0x8e21c9a1	camera;msm_kgsl;synx_driver
dma_fence_array_create	0xa2d52a7a	0xa2d52a7a	msm_drm;msm_hw_fence;msm_kgsl;sync_fence;synx_driver
dma_fence_array_ops	0xe03a689d	0xe03a689d	msm_drm;msm_hw_fence;msm_kgsl;synx_driver
dma_fence_chain_init	0x2d01469e	0x2d01469e	msm_drm
dma_fence_context_alloc	0x14605535	0x14605535	camera;msm_drm;msm_hw_fence;msm_kgsl;msm_video;sync_fence;synx_driver
dma_fence_default_wait	0x350ea558	0x350ea558	msm_drm;msm_hw_fence;msm_kgsl;synx_driver
dma_fence_enable_sw_signaling	0x8d9ca0e6	0x8d9ca0e6	sync_fence;synx_driver
dma_fence_free	0xdd8166a1	0xdd8166a1	msm_kgsl
dma_fence_get_status	0x2e0b1deb	0x2e0b1deb	msm_drm;sync_fence;synx_driver
dma_fence_init	0x16dee44d	0x16dee44d	camera;msm_drm;msm_hw_fence;msm_kgsl;msm_video;sync_fence;synx_driver
dma_fence_release	0xe123f3d9	0xe123f3d9	camera;msm_drm;msm_hw_fence;msm_kgsl;msm_video;sync_fence;synx_driver
dma_fence_remove_callback	0x3b20fb95	0x3b20fb95	camera;msm_kgsl;synx_driver
dma_fence_signal	0x731c4a9c	0x731c4a9c	msm_drm;msm_kgsl;msm_video;sync_fence;synx_driver
dma_fence_signal_locked	0x3d02cd70	0x3d02cd70	camera;msm_kgsl;synx_driver
dma_fence_signal_timestamp_locked	0x8455e3a7	0x8455e3a7	msm_drm
dma_fence_wait_timeout	0x98c039dc	0x98c039dc	msm_drm;msm_kgsl;synx_driver
dma_free_attrs	0x1ccd9429	0x1ccd9429	bam_dma;cnss2;dmesg_dumper;dwc3_msm;frpc_adsprpc;gh_panic_notifier;ipam;mhi;msm_drm;msm_eva;msm_geni_serial;msm_gpi;msm_kgsl;msm_memshare;msm_video;pci_msm_drv;qca_cld3_kiwi_v2;qce50_dlkm;qcom_iommu_debug;qseecom_dlkm;slim_qcom_ngd_ctrl;snd_usb_audio_qmi;tz_log_dlkm;ubwcp
dma_free_noncontiguous	0x8997cd04	0x8997cd04	coresight_tmc
dma_get_sgtable_attrs	0x75dcc291	0x75dcc291	cnss2;coresight_tmc_sec;dwc3_msm;frpc_adsprpc;qca_cld3_kiwi_v2;snd_usb_audio_qmi
dma_get_slave_channel	0xb0e01f8f	0xb0e01f8f	bam_dma;msm_gpi
dma_heap_buffer_alloc	0x82adb69b	0xf20f4db6	camera;msm_eva;msm_video
dma_heap_buffer_free	0xf541892d	0x7f8a586b	msm_eva;msm_video
dma_heap_find	0xeff75c0b	0xeff75c0b	camera;msm_eva;msm_video
dma_map_page_attrs	0x0a99e54c	0x0a99e54c	coresight_tmc;dwc3_msm;i2c_msm_geni;i3c_master_msm_geni;ipam;mhi;mhi_dev_satellite;msm_drm;msm_eva;msm_geni_serial;msm_video;qca_cld3_kiwi_v2;qce50_dlkm;qcom_iommu_debug;spi_msm_geni
dma_map_resource	0xd7d92ed9	0xd7d92ed9	dwc3_msm;mhi_dev_satellite;msm_eva;pci_msm_drv
dma_map_sg_attrs	0x32348f21	0x32348f21	msm_drm;qce50_dlkm;qcom_iommu_debug
dma_mmap_attrs	0x4c740777	0x4c740777	ipam
dma_release_channel	0x3bbbad0c	0x3bbbad0c	i2c_msm_geni;msm_geni_serial;msm_gpi;slim_qcom_ngd_ctrl;spi_msm_geni
dma_request_chan	0x4e4c9479	0x4e4c9479	i2c_msm_geni;msm_geni_serial;msm_gpi;slim_qcom_ngd_ctrl;spi_msm_geni
dma_resv_fini	0x852e6dbb	0x852e6dbb	msm_drm
dma_resv_get_singleton	0x7d136a09	0x7d136a09	msm_drm
dma_resv_init	0xd53a3f90	0xd53a3f90	msm_drm
dma_resv_wait_timeout	0x6e7440d9	0x6e7440d9	msm_drm
dma_set_coherent_mask	0xceefb577	0xceefb577	bam_dma;camera;cnss2;coresight_tmc;coresight_tmc_sec;dmesg_dumper;dwc3_msm;gh_panic_notifier;i2c_msm_geni;ipam;msm_drm;msm_kgsl;msm_video;pci_msm_drv;qca_cld3_kiwi_v2;qcom_q6v5_pas;slim_qcom_ngd_ctrl;smcinvoke_dlkm;spi_msm_geni;ubwcp
dma_set_mask	0x18d3ec20	0x18d3ec20	bam_dma;camera;cnss2;coresight_tmc;coresight_tmc_sec;dmesg_dumper;dwc3_msm;gh_panic_notifier;i2c_msm_geni;ipam;msm_drm;msm_gpi;msm_video;pci_msm_drv;qca_cld3_kiwi_v2;qcom_q6v5_pas;qseecom_dlkm;slim_qcom_ngd_ctrl;smcinvoke_dlkm;spi_msm_geni;ubwcp
dma_sync_sg_for_cpu	0x7416c68b	0x7416c68b	coresight_tmc;msm_kgsl
dma_sync_sg_for_device	0x3cdacb78	0x3cdacb78	msm_drm;msm_kgsl
dma_sync_single_for_cpu	0x66e8950d	0x66e8950d	coresight_tmc;ipam;qca_cld3_kiwi_v2;qcom_glink;ubwcp
dma_sync_single_for_device	0xd22e85cb	0xd22e85cb	coresight_tmc;ipam;msm_kgsl;qca_cld3_kiwi_v2;ubwcp
dma_unmap_page_attrs	0x2800f2e6	0x2800f2e6	coresight_tmc;dwc3_msm;i2c_msm_geni;i3c_master_msm_geni;ipam;mhi;mhi_dev_satellite;msm_drm;msm_geni_serial;msm_gpi;msm_video;qca_cld3_kiwi_v2;qce50_dlkm;qcom_iommu_debug;spi_msm_geni
dma_unmap_resource	0xf6141921	0xf6141921	mhi_dev_satellite;msm_eva;pci_msm_drv
dma_unmap_sg_attrs	0x0df35f73	0x0df35f73	msm_drm;qce50_dlkm;qcom_iommu_debug
dma_vmap_noncontiguous	0x5bc92933	0x5bc92933	coresight_tmc
dma_vunmap_noncontiguous	0x6842f9d1	0x6842f9d1	coresight_tmc
dmam_alloc_attrs	0xcf6082ed	0xcf6082ed	coresight_tmc_sec;i2c_msm_geni;msm_gpi
dmam_free_coherent	0xb0da3933	0xb0da3933	coresight_tmc_sec
do_trace_netlink_extack	0xe6d2458e	0xe6d2458e	cfg80211;qca_cld3_kiwi_v2;rmnet_wlan
do_wait_intr	0x5b2f27fb	0x5b2f27fb	msm_drm
down	0x6626afca	0x6626afca	camera
down_read	0x3355da1c	0x3355da1c	camera;frpc_adsprpc;glink_pkt;msm_kgsl
down_write	0x28ed2847	0x28ed2847	camera;glink_pkt;msm_drm;msm_kgsl;rmnet_shs;sg;stm_core
drain_workqueue	0xa38602cd	0xa38602cd	flicker_sensor;rmnet_core;rmnet_mem;rmnet_shs;usb_f_gsi
driver_register	0xe33175d6	0xe33175d6	drm_dp_aux_bus;frpc_adsprpc;gpr_dlkm;mhi;slimbus;swr_dlkm
driver_set_override	0x0c32269e	0x0c32269e	slim_qcom_ngd_ctrl
driver_unregister	0x1be461e1	0x1be461e1	camera;drm_dp_aux_bus;frpc_adsprpc;gpr_dlkm;mhi;nfc_nxp_sec;qfs4008_spidev;slimbus;stm_ts_spi;stmvl53l8;swr_dlkm;synaptics_ts_spi;uwb
drm_add_edid_modes	0x89db1c0d	0x5437e1c7	lt9611uxc;msm_drm
drm_add_modes_noedid	0x61d6f9cb	0x9ffaeffd	msm_drm
drm_atomic_commit	0x47f1dc99	0x47f1dc99	msm_drm
drm_atomic_get_connector_state	0x3e66308a	0x3e66308a	drm_display_helper;msm_drm
drm_atomic_get_crtc_state	0x90a202a4	0x90a202a4	drm_display_helper;msm_drm
drm_atomic_get_new_private_obj_state	0xe843f465	0xe843f465	drm_display_helper
drm_atomic_get_old_private_obj_state	0xef6b1339	0xef6b1339	drm_display_helper
drm_atomic_get_plane_state	0x4acdf8ca	0x4acdf8ca	msm_drm
drm_atomic_get_private_obj_state	0x1fb91d36	0x1fb91d36	drm_display_helper;msm_drm
drm_atomic_helper_check	0x14f5d679	0x14f5d679	msm_drm
drm_atomic_helper_cleanup_planes	0xd36f4777	0xd36f4777	msm_drm
drm_atomic_helper_commit_duplicated_state	0xa1bc5b7f	0xa1bc5b7f	msm_drm
drm_atomic_helper_commit_hw_done	0x3dd8efec	0x3dd8efec	msm_drm
drm_atomic_helper_commit_modeset_disables	0x433d2315	0x433d2315	msm_drm
drm_atomic_helper_commit_modeset_enables	0xe9f68f32	0xe9f68f32	msm_drm
drm_atomic_helper_commit_planes	0x9651b05e	0x9651b05e	msm_drm
drm_atomic_helper_connector_destroy_state	0xe5b45ca1	0xe5b45ca1	lt9611uxc
drm_atomic_helper_connector_duplicate_state	0x794b58c9	0x794b58c9	lt9611uxc
drm_atomic_helper_connector_reset	0x792830f7	0x792830f7	lt9611uxc
drm_atomic_helper_dirtyfb	0xcb4d14f3	0xcb4d14f3	msm_drm
drm_atomic_helper_disable_plane	0xeef245a7	0xeef245a7	msm_drm
drm_atomic_helper_duplicate_state	0xc320b19f	0xc320b19f	msm_drm
drm_atomic_helper_page_flip	0xf48df017	0xf48df017	msm_drm
drm_atomic_helper_prepare_planes	0x70a59260	0x70a59260	msm_drm
drm_atomic_helper_set_config	0x732e63df	0x732e63df	msm_drm
drm_atomic_helper_shutdown	0x95b86c5d	0x95b86c5d	msm_drm
drm_atomic_helper_swap_state	0x27189346	0x27189346	msm_drm
drm_atomic_helper_update_legacy_modeset_state	0x99344832	0x99344832	msm_drm
drm_atomic_helper_update_plane	0xbe6fc0dd	0xbe6fc0dd	msm_drm
drm_atomic_helper_wait_for_fences	0x2f6fe6d3	0x2f6fe6d3	msm_drm
drm_atomic_helper_wait_for_vblanks	0x8068773d	0x8068773d	msm_drm
drm_atomic_private_obj_fini	0x3ecca617	0x3ecca617	drm_display_helper
drm_atomic_private_obj_init	0x7c08579a	0x7c08579a	drm_display_helper;msm_drm
drm_atomic_set_crtc_for_connector	0x39fbaef9	0x39fbaef9	msm_drm
drm_atomic_set_crtc_for_plane	0x4676d967	0x4676d967	msm_drm
drm_atomic_set_fb_for_plane	0x5b6cdac0	0x5b6cdac0	msm_drm
drm_atomic_set_mode_for_crtc	0x2522bf0d	0x2522bf0d	msm_drm
drm_atomic_state_alloc	0x06a85cda	0x06a85cda	msm_drm
drm_atomic_state_clear	0x56525008	0x56525008	msm_drm
drm_atomic_state_default_clear	0xee3f3985	0xee3f3985	msm_drm
drm_atomic_state_default_release	0x9640fef5	0x9640fef5	msm_drm
drm_atomic_state_init	0xe4837ea7	0xe4837ea7	msm_drm
drm_bridge_add	0x8e95e16a	0x8e95e16a	lt9611uxc
drm_bridge_attach	0x1dd8d6f5	0x1dd8d6f5	msm_drm
drm_bridge_chain_disable	0x5b85086b	0x5b85086b	msm_drm
drm_bridge_chain_enable	0xb8deffe4	0xb8deffe4	msm_drm
drm_bridge_chain_mode_set	0xd36b5bdc	0xd36b5bdc	msm_drm
drm_bridge_chain_post_disable	0x738902b4	0x738902b4	msm_drm
drm_bridge_chain_pre_enable	0x50596309	0x50596309	msm_drm
drm_bridge_remove	0x6bfd8c31	0x6bfd8c31	lt9611uxc
drm_client_init	0x4f563ed9	0x4f563ed9	msm_drm
drm_client_modeset_commit_locked	0xe746131d	0xe746131d	msm_drm
drm_client_register	0x09544747	0x09544747	msm_drm
drm_compat_ioctl	0x7924dd7f	0x7924dd7f	msm_drm
drm_connector_attach_encoder	0x65ac6d56	0xd6a4dfd6	lt9611uxc;msm_drm
drm_connector_cleanup	0xf5c627ca	0x301cb062	lt9611uxc;msm_drm
drm_connector_init	0xe888ac75	0xf9f079a1	lt9611uxc;msm_drm
drm_connector_list_iter_begin	0xd4dcac69	0xa7e928f4	msm_drm
drm_connector_list_iter_end	0xfcaf6d56	0x0a9a33f5	msm_drm
drm_connector_list_iter_next	0x051a1052	0x9e5ccb81	msm_drm
drm_connector_register	0x64effeaf	0xa1356907	drm_display_helper;lt9611uxc
drm_connector_unregister	0x411bde66	0x84c149ce	drm_display_helper;msm_drm
drm_connector_update_edid_property	0x98f042db	0x81dfb306	lt9611uxc;msm_drm
drm_crtc_add_crc_entry	0x2056c89f	0x2056c89f	drm_display_helper
drm_crtc_cleanup	0x2575db6e	0x2575db6e	msm_drm
drm_crtc_commit_wait	0xe39b1a76	0xe39b1a76	drm_display_helper
drm_crtc_handle_vblank	0x38c14875	0x38c14875	msm_drm
drm_crtc_init_with_planes	0x5553a750	0x5553a750	msm_drm
drm_crtc_send_vblank_event	0x53686300	0x53686300	msm_drm
drm_crtc_set_max_vblank_count	0x2bb72b96	0x2bb72b96	msm_drm
drm_crtc_vblank_off	0xef6d267f	0xef6d267f	msm_drm
drm_crtc_vblank_on	0x9fb2e466	0x9fb2e466	msm_drm
drm_crtc_vblank_reset	0xe43a8eb5	0xe43a8eb5	msm_drm
drm_crtc_wait_one_vblank	0x8581217d	0x8581217d	drm_display_helper;msm_drm
drm_detect_hdmi_monitor	0x38690d99	0x38690d99	msm_drm
drm_detect_monitor_audio	0xa248afde	0xa248afde	drm_display_helper;msm_drm
drm_dev_alloc	0xfcb6d242	0xfcb6d242	msm_drm
drm_dev_printk	0xa6456769	0xa6456769	drm_display_helper;msm_drm
drm_dev_put	0x5762f2f1	0x5762f2f1	msm_drm
drm_dev_register	0x7ef67a65	0x7ef67a65	msm_drm
drm_dev_unregister	0x99fc2812	0x99fc2812	msm_drm
drm_display_mode_from_cea_vic	0xa9ea8384	0x148d07e4	drm_display_helper
drm_do_get_edid	0x4b9de822	0x873f0a21	lt9611uxc
drm_edid_duplicate	0x7edf470b	0x7edf470b	drm_display_helper;msm_drm
drm_edid_get_monitor_name	0x7c545285	0x7c545285	drm_display_helper;msm_drm
drm_encoder_cleanup	0x5dcb3db3	0x5dcb3db3	msm_drm
drm_encoder_init	0x1195f64a	0x1195f64a	msm_drm
drm_event_reserve_init_locked	0xedb033ca	0xedb033ca	msm_drm
drm_format_info	0x55eb38da	0x55eb38da	msm_drm
drm_framebuffer_init	0x2064415b	0x2064415b	msm_drm
drm_framebuffer_lookup	0x65005562	0x65005562	msm_drm
drm_framebuffer_remove	0xa29533ba	0xa29533ba	msm_drm
drm_framebuffer_unregister_private	0xb7188bfc	0xb7188bfc	msm_drm
drm_gem_create_mmap_offset	0x6155f315	0xfbce4fb7	msm_drm
drm_gem_fb_create_handle	0x102d4c0d	0x62ff14a2	msm_drm
drm_gem_fb_destroy	0xb9772d9d	0x65bdb67c	msm_drm
drm_gem_fb_get_obj	0xaa830a18	0x7450fdc6	msm_drm
drm_gem_get_pages	0x7bb2b1f8	0x0fb367fe	msm_drm
drm_gem_handle_create	0x3de8eeab	0xc574d0d4	msm_drm
drm_gem_mmap	0x90694ef5	0xbadef65a	msm_drm
drm_gem_mmap_obj	0x62be7bae	0xb5c118fd	msm_drm
drm_gem_object_free	0xd680a377	0xd680a377	msm_drm
drm_gem_object_init	0x9c19c481	0xf7fe0278	msm_drm
drm_gem_object_lookup	0x1e4ed7f7	0xf15c334c	msm_drm
drm_gem_object_release	0xf527d31d	0x6fbc6fbf	msm_drm
drm_gem_prime_fd_to_handle	0x90243c97	0x90243c97	msm_drm
drm_gem_prime_handle_to_fd	0xf15a8008	0xf15a8008	msm_drm
drm_gem_private_object_init	0x9a5c1e53	0xf1bbd8aa	msm_drm
drm_gem_put_pages	0x179b8dd3	0x7a8443ad	msm_drm
drm_gem_vm_close	0x7b3d61be	0x23feec90	msm_drm
drm_gem_vm_open	0x579d1817	0x0f5e9539	msm_drm
drm_get_connector_status_name	0x0fd60df2	0x0fd60df2	lt9611uxc;msm_drm
drm_get_edid	0x5efab667	0x3ab1b158	drm_display_helper;msm_drm
drm_get_format_info	0x92b20fb2	0x92b20fb2	msm_drm
drm_helper_hpd_irq_event	0xfe9c9482	0xd9ead682	msm_drm
drm_helper_mode_fill_fb_struct	0x76a96b53	0x66c5202f	msm_drm
drm_helper_probe_single_connector_modes	0x6dc86f5a	0xf51a6890	lt9611uxc;msm_drm
drm_ioctl	0x5ba71db3	0x5ba71db3	msm_drm
drm_is_current_master	0xe7ab81f3	0xe7ab81f3	msm_drm
drm_kms_helper_hotplug_event	0x407f8acf	0x6709c8cf	drm_display_helper;msm_drm
drm_kms_helper_poll_disable	0xff84cea9	0xd8f28ca9	msm_drm
drm_kms_helper_poll_enable	0x9c77bbab	0xbb01f9ab	msm_drm
drm_kms_helper_poll_fini	0x171dda3d	0x306b983d	msm_drm
drm_kms_helper_poll_init	0x804f93eb	0xa739d1eb	msm_drm
drm_match_cea_mode	0x9b285573	0x9b285573	msm_drm
drm_mm_init	0xf0517d7a	0xf0517d7a	msm_drm
drm_mm_insert_node_in_range	0xb4032484	0xb4032484	msm_drm
drm_mm_remove_node	0x4b7ebf95	0x4b7ebf95	msm_drm
drm_mm_takedown	0x57698a50	0x57698a50	msm_drm
drm_mode_config_cleanup	0x84a1c450	0x84a1c450	msm_drm
drm_mode_config_reset	0xc6c97ad1	0xc6c97ad1	msm_drm
drm_mode_convert_umode	0xbb05a12a	0x6df60809	msm_drm
drm_mode_copy	0x9ce050be	0x9ce050be	lt9611uxc;msm_drm
drm_mode_create	0x2af6b387	0xfc0302b4	msm_drm
drm_mode_create_dp_colorspace_property	0x50d133c8	0x950ba460	msm_drm
drm_mode_debug_printmodeline	0x2ed3c600	0x2ed3c600	msm_drm
drm_mode_destroy	0x9b791841	0x935233a4	msm_drm
drm_mode_duplicate	0xff193a01	0xe265a5e8	lt9611uxc;msm_drm
drm_mode_equal	0x0d9b4753	0x0d9b4753	msm_drm
drm_mode_is_420_only	0x0d7e35e2	0x0d7e35e2	msm_drm
drm_mode_match	0x9b95c885	0x9b95c885	msm_drm
drm_mode_object_find	0xdcea725a	0xdcea725a	msm_drm
drm_mode_object_get	0x436ff9a6	0x436ff9a6	msm_drm
drm_mode_object_put	0xfdff984a	0xfdff984a	drm_display_helper;msm_drm
drm_mode_probed_add	0x88f2da8e	0x0b29512e	lt9611uxc;msm_drm
drm_mode_set_crtcinfo	0x4575a0ca	0x4575a0ca	msm_drm
drm_mode_set_name	0x4a35d30d	0x4a35d30d	lt9611uxc;msm_drm
drm_mode_vrefresh	0xf1b5340a	0xf1b5340a	lt9611uxc;msm_drm
drm_modeset_acquire_fini	0xd285aec8	0xd285aec8	msm_drm
drm_modeset_acquire_init	0x45e603b8	0x45e603b8	msm_drm
drm_modeset_backoff	0xaa79b4d4	0xaa79b4d4	msm_drm
drm_modeset_drop_locks	0x8e53256f	0x8e53256f	msm_drm
drm_modeset_lock	0xb9e8c048	0xb9e8c048	drm_display_helper;msm_drm
drm_modeset_lock_all	0x0acb485d	0x0acb485d	msm_drm
drm_modeset_lock_all_ctx	0x35a47ef7	0x35a47ef7	msm_drm
drm_modeset_lock_single_interruptible	0x33020bb7	0x33020bb7	drm_display_helper
drm_modeset_unlock	0x1c6b0af8	0x1c6b0af8	drm_display_helper
drm_modeset_unlock_all	0xdb83f850	0xdb83f850	msm_drm
drm_object_attach_property	0xa831bbd6	0xa831bbd6	msm_drm
drm_object_property_set_value	0x94569246	0x94569246	drm_display_helper;msm_drm
drm_of_component_match_add	0xca177a25	0xca177a25	msm_drm
drm_open	0xd8d401cc	0xd8d401cc	msm_drm
drm_panel_add	0xb6b95897	0xb6663060	msm_drm
drm_panel_init	0x2d451166	0x8ea3472d	msm_drm
drm_panel_remove	0x23456173	0x239a0984	msm_drm
drm_plane_cleanup	0x625001a0	0x625001a0	msm_drm
drm_plane_create_rotation_property	0xd78a51ad	0xd78a51ad	msm_drm
drm_poll	0xf583b687	0xf583b687	msm_drm
drm_prime_gem_destroy	0xbf9f5c36	0xbf9f5c36	msm_drm
drm_prime_pages_to_sg	0xcb80fd42	0xcb80fd42	msm_drm
drm_printf	0x28779e52	0x28779e52	drm_display_helper;msm_drm
drm_property_blob_get	0x37cd579b	0x37cd579b	msm_drm
drm_property_blob_put	0x9fb721c3	0x9fb721c3	msm_drm
drm_property_create	0x23f40da1	0x23f40da1	msm_drm
drm_property_create_bitmask	0x8f2c8003	0x8f2c8003	msm_drm
drm_property_create_blob	0xb4679f3d	0xb4679f3d	msm_drm
drm_property_create_enum	0x6b5feaa7	0x6b5feaa7	msm_drm
drm_property_create_range	0x6ed99063	0x6ed99063	msm_drm
drm_property_lookup_blob	0x328b60c8	0x328b60c8	msm_drm
drm_read	0x868c4e79	0x868c4e79	msm_drm
drm_release	0x136961da	0x136961da	msm_drm
drm_rotation_simplify	0xdf666902	0xdf666902	msm_drm
drm_send_event_locked	0xd3bdbf49	0xd3bdbf49	msm_drm
drm_set_preferred_mode	0xda9035aa	0x24bc239c	msm_drm
drm_universal_plane_init	0x3c3cc9ae	0x3c3cc9ae	msm_drm
drm_vblank_init	0xae4c6cd9	0xae4c6cd9	msm_drm
drm_wait_one_vblank	0xf6883fb7	0xf6883fb7	msm_drm
drmm_mode_config_init	0x4fc1b0fa	0x4fc1b0fa	msm_drm
dst_release	0x5fc9451b	0xc07c5713	rmnet_wlan
dummy_irq_chip	0x06ae18cc	0x06ae18cc	smsc95xx
dump_stack	0x6b2dc060	0x6b2dc060	msm_drm;qca_cld3_kiwi_v2
edac_device_add_device	0x74bc3cab	0x74bc3cab	qcom_edac
edac_device_alloc_ctl_info	0xe794d435	0xe794d435	qcom_edac
edac_device_alloc_index	0x6e3ff83a	0x6e3ff83a	qcom_edac
edac_device_del_device	0xeae2d9f3	0xeae2d9f3	qcom_edac
edac_device_free_ctl_info	0xa3ed719c	0xa3ed719c	qcom_edac
edac_device_handle_ce_count	0x88db68fa	0x88db68fa	qcom_edac
edac_device_handle_ue_count	0x05cc02d6	0x05cc02d6	qcom_edac
elevator_alloc	0xf6934e37	0x16188e4a	ssg
elv_bio_merge_ok	0x8f24d0ef	0x7505e9eb	ssg
elv_rb_add	0xfefeb7e2	0x373a63d5	ssg
elv_rb_del	0x1b8ad96c	0xd24e0d5b	ssg
elv_rb_find	0x6bf00a8e	0x6949a1d2	ssg
elv_rb_former_request	0x40a03a94	0xf91b83ee	ssg
elv_rb_latter_request	0x7a020c55	0xc3b9b52f	ssg
