# Samsung SM-S928B (e3q) vendor-DLKM KMI CRC baseline
# Firmware: S928BXXS6DZG1; kernel: 6.1.145-android14-11-33419968-abS928BXXS6DZG1
# Captured over rooted ADB on 2026-08-09 from 351 persistent vendor_dlkm modules.
# Includes kernel-KMI imports present in Android 14/6.1 2025-09 ABI lists.
# Device audit: 0 kernel CRC conflicts; 0 DLKM export conflicts; 0 importer/provider mismatches.
# symbol	crc	modules
regulator_put	0xe17b85db	btpower;camera;fingerprint;flicker_sensor;lt9611uxc;msm_drm;msm_eva;qti_ocp_notifier;radio_i2c_rtc6226_qca;uwb
regulator_register_notifier	0x65b7b9c6	dwc3_msm
regulator_set_current_limit	0xf807c1fa	msm_drm;phy_generic
regulator_set_load	0x2eeb5640	btpower;camera;cnss2;fingerprint;lpass_cdc_va_macro_dlkm;lt9611uxc;max31760_fan;msm_drm;msm_lmh_dcvs;nb7vpq904m;nfc_nxp_sec;pci_msm_drv;phy_msm_snps_eusb2;phy_msm_ssusb_qmp;qcom_q6v5_pas;qcom_spss;radio_i2c_rtc6226_qca;repeater_i2c_eusb2;sdhci_msm_sec;uwb;wcd_core_dlkm
regulator_set_mode	0x82a7d66c	camera;msm_drm;msm_eva;msm_kgsl;msm_video
regulator_set_voltage	0xee5baf2d	btpower;camera;cnss2;i3c_master_msm_geni;lpass_cdc_va_macro_dlkm;lt9611uxc;max31760_fan;msm_drm;msm_kgsl;msm_lmh_dcvs;nb7vpq904m;pci_msm_drv;phy_msm_snps_eusb2;phy_msm_ssusb_qmp;qcom_q6v5_pas;qcom_spss;radio_i2c_rtc6226_qca;repeater_i2c_eusb2;sdhci_msm_sec;swr_haptics_dlkm;uwb;wcd_core_dlkm
regulator_unregister_notifier	0x2cc278bc	dwc3_msm
release_firmware	0xc6d09aa9	camera;cfg80211;cnss2;input_cs40l26_i2c;ipam;lt9611uxc;mbhc_dlkm;mfd_max77775;mhi;msm_drm;msm_eva;msm_kgsl;msm_video;nu1668_charger;pdic_max77705;qca_cld3_kiwi_v2;qcom_q6v5_pas;qseecom_dlkm;smcinvoke_dlkm;snd_soc_cs35l45_i2c;snd_soc_cs40l26;snd_soc_wm_adsp;stm_ts_spi;stmvl53l8;synaptics_ts_spi;wez02
remap_pfn_range	0xc477c1df	msm_sharedmem
remove_proc_entry	0xef8b7667	dmesg_dumper;qca_cld3_kiwi_v2;rmnet_shs;sec_battery;snd_debug_proc;tz_log_dlkm;usb_notify_layer
remove_wait_queue	0x37110088	ipam
request_any_context_irq	0xdbdb0e8b	flicker_sensor;radio_i2c_rtc6226_qca
request_firmware	0x9c3fdf15	camera;cfg80211;input_cs40l26_i2c;ipam;mbhc_dlkm;mfd_max77775;mhi;msm_drm;msm_eva;msm_kgsl;msm_video;nu1668_charger;pdic_max77705;qcom_q6v5_pas;snd_soc_cirrus_amp;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;snd_soc_cs40l26;stm_ts_spi;stmvl53l8;synaptics_ts_spi;wez02
request_firmware_nowait	0xd5816b60	cfg80211;lt9611uxc;msm_drm
request_threaded_irq	0x92d5838e	bwmon;cnss2;hall_ic;ipam;lt9611uxc;max77705_charger;max77705_fuelgauge;max77775_charger;max77775_fuelgauge;mfd_max77705;mfd_max77775;mfd_s2mpb02;mhi;msm_drm;msm_eva;msm_gpi;nfc_nxp_sec;nu1668_charger;pca9481_charger;pdic_max77705;pdic_max77775;qca_cld3_kiwi_v2;qcom_spmi_adc5_gen3;qsee_ipc_irq_bridge;rdbg;s2dos05_regulator;s2dos07;sec_abc_detect_conn;sec_battery;sps_drv;stmvl53l8;swr_ctrl_dlkm;usb_notify_layer;uwb
reset_control_acquire	0xc8594d3d	msm_eva;msm_video
reset_control_assert	0x6c4b6684	dwc3_msm;msm_eva;msm_video;pci_msm_drv;phy_msm_snps_eusb2;phy_msm_ssusb_qmp;phy_qcom_ufs_qmp_v4;sdhci_msm_sec
reset_control_deassert	0xb2210d64	dwc3_msm;msm_eva;msm_video;pci_msm_drv;phy_msm_snps_eusb2;phy_msm_ssusb_qmp;phy_qcom_ufs_qmp_v4;sdhci_msm_sec
reset_control_release	0x1e0670c6	msm_eva;msm_video
rfkill_alloc	0x6a3675f4	btpower;cfg80211
rfkill_blocked	0xc0763484	cfg80211
rfkill_destroy	0xdb68bbad	btpower;cfg80211
rfkill_init_sw_state	0xaad6d92f	btpower
rfkill_register	0xff282521	btpower;cfg80211
rfkill_resume_polling	0xc781bd9f	cfg80211
rfkill_set_hw_state_reason	0x0cdce87c	cfg80211
rfkill_unregister	0x083eb21c	btpower;cfg80211
rhashtable_free_and_destroy	0x1df13bbf	mac80211
rhashtable_insert_slow	0x694ce81c	mac80211
rhltable_init	0x8c2573d1	mac80211
rht_bucket_nested	0xb7f990e9	mac80211
rht_bucket_nested_insert	0xebfbabb3	mac80211
round_jiffies	0x091eb9b4	mac80211
round_jiffies_relative	0x1eb9516e	mac80211
round_jiffies_up	0x50fad434	fingerprint;mac80211
rpmsg_poll	0xbaf89f74	glink_pkt
rpmsg_register_device	0x16006abd	qcom_glink;qcom_smd
rpmsg_register_device_override	0x55e79208	qcom_glink;qcom_smd
rpmsg_send	0x15528baa	adsp_sleepmon;cdsprm;frpc_adsprpc;glink_pkt;mhi_dev_satellite;msm_eva;qcom_glink;qcom_sysmon;qrtr_smd
rpmsg_trysend	0xfbca06ee	glink_pkt;gpr_dlkm;pci_msm_drv;spcom
rpmsg_unregister_device	0x233a5250	qcom_glink;qcom_smd
rproc_add	0x71bef0f4	qcom_q6v5_pas;qcom_spss
rproc_add_subdev	0x233f2200	qcom_spss;qcom_sysmon;rproc_qcom_common
rproc_alloc	0x58067e88	qcom_q6v5_pas;qcom_spss
rproc_boot	0xeba62dea	adsp_loader_dlkm;cdsp_loader;health_monitor;spcom
rproc_coredump	0xbced5154	rproc_qcom_common
rproc_coredump_add_custom_segment	0xc4424d49	qcom_q6v5_pas;rproc_qcom_common
rproc_coredump_add_segment	0x4db7e65b	qcom_q6v5_pas;rproc_qcom_common
rproc_coredump_cleanup	0x2b6b4604	qcom_q6v5_pas;rproc_qcom_common
rproc_coredump_set_elf_info	0xecdfd040	qcom_q6v5_pas;qcom_spss
rproc_del	0xff87363a	qcom_q6v5_pas;qcom_spss
rproc_free	0xf3b817cf	qcom_q6v5_pas;qcom_spss
rproc_get_by_child	0x147878c8	qcom_sysmon
rproc_get_by_phandle	0x54efa435	adsp_factory_module;adsp_loader_dlkm;adsp_sleepmon;cdsp_loader;health_monitor;q6_notifier_dlkm;spcom;spss_utils
rproc_put	0x45e8b92a	adsp_loader_dlkm;spss_utils
rproc_remove_subdev	0x82dbe7b3	qcom_spss;qcom_sysmon;rproc_qcom_common
rproc_report_crash	0x726e48b1	qcom_q6v5;qcom_spss
rproc_set_firmware	0x76e9fa50	adsp_loader_dlkm
rproc_shutdown	0xc66701da	adsp_loader_dlkm;cdsp_loader;health_monitor;spcom
rtc_class_close	0x7167f44f	pca9481_charger
rtc_class_open	0x93c48ae2	pca9481_charger
rtc_ktime_to_tm	0xe4c2c66c	sec_pon_alarm
rtc_read_time	0xf297fe7b	pca9481_charger;sec_pon_alarm
rtc_time64_to_tm	0x356461c8	kperfmon;qca_cld3_kiwi_v2;rmnet_core;sec_battery;sec_common_fn;sec_pon_alarm;usb_notify_layer
rtc_tm_to_time64	0x4f2250ba	pca9481_charger;sec_pon_alarm
rtc_valid_tm	0x5838f6c9	pca9481_charger
rtnl_is_locked	0x85670f1d	cfg80211;mac80211;qca_cld3_kiwi_v2;rmnet_core
rtnl_link_register	0x17ff0acb	rmnet_core
rtnl_link_unregister	0x30b80c16	rmnet_core
rtnl_lock	0xc7a4fbed	cfg80211;mac80211;qca_cld3_kiwi_v2;rmnet_shs
rtnl_trylock	0xf4f14de6	qca_cld3_kiwi_v2;rmnet_core
rtnl_unicast	0x89f6462c	rmnet_core
rtnl_unlock	0x6e720ff2	cfg80211;mac80211;qca_cld3_kiwi_v2;rmnet_core;rmnet_shs
sbitmap_queue_min_shallow_depth	0x4e23fddc	ssg
scatterwalk_ffwd	0x5bbdfa26	qcrypto_msm_dlkm
scatterwalk_map_and_copy	0x845dbf3b	qcrypto_msm_dlkm
sched_clock	0xd653b126	cnss2;gsim;i2c_msm_geni;i3c_master_msm_geni;memlat;msm_drm;msm_geni_serial;msm_gpi;msm_kgsl;nfc_nxp_sec;qca_cld3_kiwi_v2;sdhci_msm_sec;sec_battery;sec_common_fn;sec_qc_hw_param;sec_qc_qcom_wdt_core;sec_qc_smem;snd_debug_proc;spi_msm_geni;stm_p_ost;usb_notify_layer;uwb;wez02
sched_set_fifo	0x2df40890	msm_kgsl
sched_set_normal	0xf37369e7	dwc3_msm;msm_kgsl
sched_setscheduler	0xc67465ed	camera;msm_drm
sched_show_task	0x31267b07	sec_qc_qcom_wdt_core
schedule	0x01000e51	adsp_sleepmon;audio_pkt_dlkm;camera;cdsprm;cfg80211;coresight_tmc;fingerprint;frpc_adsprpc;glink_pkt;ipclite_test;mhi_dev_uci;msm_drm;msm_eva;msm_kgsl;msm_performance;nfc_nxp_sec;qca_cld3_kiwi_v2;qcom_smd;qseecom_dlkm;radio_i2c_rtc6226_qca;sg;smcinvoke_dlkm;usb_f_ccid;usb_f_cdev;usb_f_conn_gadget;usb_f_gsi;usb_notify_layer;uwb
schedule_timeout	0x8ddd8aad	audio_prm_dlkm;camera;coresight_tmc;dev_ril_bridge;drm_display_helper;ipclite_test;lt9611uxc;mfd_max77775;mhi;msm_drm;msm_eva;msm_hw_fence;msm_kgsl;nfc_nxp_sec;pdic_max77705;pdic_max77775;qcedev_mod_dlkm;qcom_glink;qcom_smd;sdhci_msm_sec;sec_battery;sec_vibrator_inputff_module;smcinvoke_dlkm;snd_usb_audio_qmi;spf_core_dlkm;swr_ctrl_dlkm;sync_fence;usb_notify_layer
schedule_timeout_interruptible	0x054496b4	qca_cld3_kiwi_v2
scnprintf	0x96848186	blk_sec_stats;blk_sec_wb;btpower;bwmon;bwprof;c1dcvs_scmi_v2;camera;cfg80211;cnss2;cnss_plat_ipc_qmi_svc;core_hang_detect;coresight;coresight_csr;coresight_cti;coresight_stm;coresight_tmc;coresight_tmc_sec;coresight_tpda;coresight_tpdm;coresight_trace_noc;cpu_voltage_cooling;cpufreq_limit;cpufreq_stats_scmi_v2;dwc3_msm;dynpf_scmi;flicker_sensor;frpc_adsprpc;gh_ctrl;glink_pkt;gsim;hwmon;i2c_msm_geni;i3c_master_msm_geni;ipam;leds_qpnp_vibrator_ldo;leds_qti_flash;leds_qti_tri_led;llcc_perfmon;lt9611uxc;max31760_fan;max77705_charger;max77705_fuelgauge;max77775_charger;max77775_fuelgauge;memlat;mhi;mhi_dev_satellite;mhi_dev_uci;msm_drm;msm_eva;msm_geni_serial;msm_hw_fence;msm_kgsl;msm_lmh_dcvs;msm_mmrm;msm_performance;msm_video;nu1668_charger;pci_msm_drv;pdr_interface;pmic_pon_log;qca_cld3_kiwi_v2;qcedev_mod_dlkm;qcom_cpufreq_hw_debug;qcom_glink;qcom_iommu_debug;qcom_lpm;qcom_spmi_adc5_gen3;qcom_spmi_wled;qcom_sysmon;qcrypto_msm_dlkm;qti_amoled_ecm;qti_ocp_notifier;qti_qmi_ss_cdev;rproc_qcom_common;sb_wireless;sdhci_msm_sec;sec_ap_pmic;sec_battery;sec_common_fn;sec_direct_charger;sec_qc_hw_param;sec_qc_user_reset;slim_qcom_ngd_ctrl;snd_debug_proc;snd_soc_wm_adsp;spi_msm_geni;sps_drv;spss_utils;ssg;synx_driver;sys_pm_vx;sysmon_subsystem_stats;thermal_config;tz_log_dlkm;usb_f_cdev;usb_f_gsi;usb_f_qdss;usb_notify_layer;wcd939x_dlkm
scsi_alloc_request	0xc9ce2047	sg
scsi_autopm_get_device	0x0864be4e	sg
scsi_autopm_put_device	0x55ba1da5	sg
scsi_block_when_processing_errors	0xd27a12cd	sg
scsi_cmd_allowed	0xc1d5d504	sg
scsi_command_size_tbl	0x0334da4e	sg
scsi_device_get	0xebb1ff4f	sg
scsi_device_put	0x49216112	sg
scsi_ioctl	0xa2b6365c	sg
scsi_ioctl_block_when_processing_errors	0xb583abbe	sg
scsi_normalize_sense	0xfbad3cf0	sg
scsi_register_interface	0x5fed0425	sg
sdev_prefix_printk	0x8c96f5ec	sg
sdhci_add_host	0xb80580fe	sdhci_msm_sec
sdhci_cleanup_host	0x3c5cfab9	sdhci_msm_sec
sdhci_cqe_disable	0x99b72dfa	sdhci_msm_sec
sdhci_cqe_enable	0xbe73df42	sdhci_msm_sec
sdhci_cqe_irq	0x343aa4e2	sdhci_msm_sec
sdhci_dumpregs	0xb2028e16	sdhci_msm_sec
sdhci_enable_clk	0x1ab5901b	sdhci_msm_sec
sdhci_get_property	0xdfc75b86	sdhci_msm_sec
sdhci_pltfm_free	0x9593cf11	sdhci_msm_sec
sdhci_pltfm_init	0xa6e40a77	sdhci_msm_sec
sdhci_remove_host	0x243943f4	sdhci_msm_sec
sdhci_reset	0x16d3ee28	sdhci_msm_sec
sdhci_set_bus_width	0xd4a016d9	sdhci_msm_sec
sdhci_set_power_noreg	0xe918e046	sdhci_msm_sec
sdhci_setup_host	0xbcb23378	sdhci_msm_sec
seq_hex_dump	0x118a94a8	qca_cld3_kiwi_v2
seq_lseek	0x11f8a681	adsp_sleepmon;cdsprm;cnss2;cnss_utils;max77705_charger;max77775_charger;msm_drm;msm_kgsl;qca_cld3_kiwi_v2;qcom_cpuss_sleep_stats;qcom_iommu_debug;qcom_stats;sb_core;sec_battery;sec_qc_hw_param;sec_qc_user_reset;sys_pm_vx;sysmon_subsystem_stats;usb_f_cdev;usb_f_gsi;usb_notify_layer
seq_open	0x282ef6fb	msm_kgsl;qca_cld3_kiwi_v2
seq_printf	0x04be4820	adsp_sleepmon;cdsprm;cnss2;cnss_utils;drm_display_helper;dwc3_msm;max77705_charger;max77775_charger;msm_drm;msm_kgsl;nb7vpq904m;pci_msm_drv;pinctrl_lpi_dlkm;pinctrl_spmi_gpio;pinctrl_spmi_mpp;qcom_cpuss_sleep_stats;qcom_iommu_debug;qcom_stats;rmnet_aps;sb_core;sec_battery;sec_qc_user_reset;ssg;sys_pm_vx;sysmon_subsystem_stats;usb_f_cdev;usb_f_gsi;usb_notify_layer
seq_putc	0x78eb48ca	msm_kgsl;qca_cld3_kiwi_v2;qcom_iommu_debug
seq_puts	0x18d2d657	adsp_sleepmon;cdsprm;cnss2;cnss_utils;drm_display_helper;dwc3_msm;max77705_charger;max77775_charger;msm_drm;msm_kgsl;nb7vpq904m;pci_msm_drv;pinctrl_lpi_dlkm;pinctrl_spmi_gpio;pinctrl_spmi_mpp;qca_cld3_kiwi_v2;qcom_iommu_debug;qcom_stats;sb_core;sec_qc_hw_param;sec_qc_user_reset;sys_pm_vx;sysmon_subsystem_stats
seq_read	0xd963f308	adsp_sleepmon;cdsprm;cnss2;cnss_utils;dwc3_msm;max77705_charger;max77775_charger;msm_drm;msm_kgsl;nb7vpq904m;pci_msm_drv;qca_cld3_kiwi_v2;qcom_cpuss_sleep_stats;qcom_iommu_debug;qcom_stats;sb_core;sec_battery;sec_qc_hw_param;sec_qc_user_reset;sys_pm_vx;sysmon_subsystem_stats;usb_f_cdev;usb_f_gsi;usb_notify_layer
seq_release	0xcdd6b02a	msm_kgsl;qca_cld3_kiwi_v2;usb_f_cdev;usb_f_gsi
seq_vprintf	0x5edd4e69	qca_cld3_kiwi_v2
seq_write	0x82c86595	qca_cld3_kiwi_v2;usb_notify_layer
set_cpus_allowed_ptr	0x6c4198dc	qca_cld3_kiwi_v2;qcom_glink
set_direct_map_range_uncached	0x88976880	ubwcp
set_normalized_timespec64	0x365acda7	frpc_adsprpc;rmnet_core;sec_pon_alarm
set_page_dirty_lock	0xbfa529f4	msm_kgsl
set_user_nice	0x81bb3e77	msm_kgsl;qca_cld3_kiwi_v2
sg_alloc_table	0x3a2f6702	camera;hdm;ipam;msm_kgsl;qcom_iommu_debug
sg_alloc_table_from_pages_segment	0x84f227df	msm_kgsl
sg_copy_from_buffer	0x905695ab	qcrypto_msm_dlkm
sg_copy_to_buffer	0x02b8ab42	qcrypto_msm_dlkm
sg_free_table	0x7f5b4fe4	camera;cnss2;coresight_tmc_sec;dwc3_msm;hdm;ipam;msm_drm;msm_kgsl;qca_cld3_kiwi_v2;qcom_iommu_debug;snd_usb_audio_qmi
sg_init_one	0xb320cc0e	mac80211;qca_cld3_kiwi_v2;qce50_dlkm;qcedev_mod_dlkm
sg_init_table	0xf888ca21	i2c_msm_geni;mac80211;msm_geni_serial;msm_gpi;msm_kgsl;qca_cld3_kiwi_v2;qcedev_mod_dlkm;slim_qcom_ngd_ctrl;spi_msm_geni
sg_next	0x87b8798d	bam_dma;camera;coresight_tmc;dwc3_msm;frpc_adsprpc;ipam;msm_gpi;msm_kgsl;qca_cld3_kiwi_v2;qce50_dlkm;qcom_iommu_debug;qcrypto_msm_dlkm;qseecom_dlkm;snd_usb_audio_qmi
shmem_file_setup	0xe030574b	msm_kgsl
shmem_read_mapping_page_gfp	0x97b9e11b	msm_kgsl
si_meminfo	0x40c7247c	kperfmon;msm_sysstats
simple_attr_open	0x70d5e5c7	adsp_sleepmon;camera;cdsprm;gh_ctrl;msm_eva;msm_kgsl;pca9481_charger;qcom_iommu_debug;sb_core;sec_battery;sys_pm_vx;ubwcp
simple_attr_read	0x2045fc18	camera;pca9481_charger;sb_core;sec_battery
simple_attr_release	0x64e1a89d	adsp_sleepmon;camera;cdsprm;gh_ctrl;msm_eva;msm_kgsl;pca9481_charger;qcom_iommu_debug;sb_core;sec_battery;sys_pm_vx;ubwcp
simple_attr_write	0x1cab394e	camera;pca9481_charger;sb_core;sec_battery
simple_open	0xfc86e386	camera;cl_dsp_debugfs;cpufreq_stats_scmi_v2;cs_dsp;frpc_adsprpc;input_cs40l26_i2c;msm_drm;msm_hw_fence;msm_kgsl;msm_mmrm;msm_video;qcedev_mod_dlkm;qcom_iommu_debug;qcrypto_msm_dlkm;synx_driver;wonder
simple_read_from_buffer	0x9c81ceff	camera;cl_dsp_debugfs;cpufreq_stats_scmi_v2;cs_dsp;frpc_adsprpc;gsim;input_cs40l26_i2c;ipam;lpass_cdc_dlkm;msm_drm;msm_eva;msm_kgsl;msm_mmrm;msm_video;qca_cld3_kiwi_v2;qcedev_mod_dlkm;qcom_iommu_debug;qcrypto_msm_dlkm;sps_drv;swr_ctrl_dlkm;synx_driver;thermal_config;tz_log_dlkm;wcd938x_dlkm;wcd938x_slave_dlkm;wcd939x_dlkm;wcd939x_slave_dlkm;wsa883x_dlkm;wsa884x_dlkm
simple_strtol	0x0b742fd7	msm_drm;qti_qmi_ss_cdev
simple_write_to_buffer	0x113858c3	camera;cl_dsp_debugfs;input_cs40l26_i2c;msm_drm;msm_video;qca_cld3_kiwi_v2;qcom_cpuss_sleep_stats
single_open	0x4adb51eb	adsp_sleepmon;cdsprm;cnss2;cnss_utils;dwc3_msm;max77705_charger;max77775_charger;msm_drm;msm_kgsl;nb7vpq904m;pci_msm_drv;phy_msm_snps_eusb2;qca_cld3_kiwi_v2;qcom_cpuss_sleep_stats;qcom_iommu_debug;qcom_stats;sb_core;sec_battery;sec_qc_hw_param;sec_qc_user_reset;sys_pm_vx;sysmon_subsystem_stats;tz_log_dlkm;usb_f_cdev;usb_f_gsi;usb_notify_layer
single_release	0xe8f7183d	adsp_sleepmon;cdsprm;cnss2;cnss_utils;max77705_charger;max77775_charger;msm_drm;msm_kgsl;pci_msm_drv;phy_msm_snps_eusb2;qca_cld3_kiwi_v2;qcom_cpuss_sleep_stats;qcom_iommu_debug;qcom_stats;sb_core;sec_battery;sec_qc_hw_param;sec_qc_user_reset;sys_pm_vx;sysmon_subsystem_stats;tz_log_dlkm;usb_notify_layer
sk_free	0x052a5c8f	delayed_sack;qrtr_mhi;rmnet_perf
skb_add_rx_frag	0x79586ffa	cfg80211;ipam;qca_cld3_kiwi_v2;rmnet_core
skb_append_pagefrags	0x26105e29	rmnet_core
skb_checksum	0xefe8d364	rmnet_core
skb_checksum_help	0xbcac167c	mac80211
skb_clone	0xe48b1404	ipam;mac80211;qca_cld3_kiwi_v2;smsc75xx
skb_clone_sk	0xed2a513b	mac80211
skb_coalesce_rx_frag	0x98ad7d34	qca_cld3_kiwi_v2
skb_complete_wifi_ack	0x9a7f42c9	mac80211
skb_copy	0x91e767fe	ipam;mac80211;qca_cld3_kiwi_v2
skb_copy_bits	0xdaa46a17	cfg80211;mac80211;qca_cld3_kiwi_v2;rmnet_aps;rmnet_core;rmnet_perf;rmnet_shs;rmnet_wlan
skb_copy_expand	0x2204b34d	ipam;mac80211;rmnet_wlan
skb_dequeue	0x3a908023	audio_pkt_dlkm;dev_ril_bridge;glink_pkt;ipam;mac80211;qca_cld3_kiwi_v2
skb_dequeue_tail	0xa591e06f	rmnet_shs
skb_ensure_writable	0xeea1ccc8	mac80211
skb_pull	0xbe5e92c9	cfg80211;dev_ril_bridge;ipam;mac80211;qca_cld3_kiwi_v2;smsc75xx;smsc95xx;usb_f_gsi;wonder
skb_push	0xb0cdde42	cfg80211;dev_ril_bridge;ipam;mac80211;qca_cld3_kiwi_v2;rmnet_core;smsc75xx;smsc95xx;usb_f_gsi;wonder
skb_put	0xac7a3881	audio_pkt_dlkm;cfg80211;dev_ril_bridge;dropdump;glink_pkt;ipam;mac80211;qca_cld3_kiwi_v2;rmnet_aps;rmnet_core;rmnet_ctl;rmnet_perf_tether;rmnet_wlan;smsc95xx
skb_queue_head	0x73234170	dev_ril_bridge;glink_pkt;ipam;mac80211
skb_queue_purge	0xbf2d8fce	dev_ril_bridge;mac80211;qca_cld3_kiwi_v2
skb_queue_tail	0xfd2a2296	audio_pkt_dlkm;delayed_sack;dev_ril_bridge;glink_pkt;ipam;mac80211;qca_cld3_kiwi_v2;usb_f_gsi
skb_trim	0x584525af	cfg80211;ipam;mac80211;msm_sysstats;qca_cld3_kiwi_v2;rmnet_wlan;smsc75xx;smsc95xx;usb_f_gsi
skb_unlink	0x9451ec1c	glink_pkt
skip_spaces	0xb71589f0	qca_cld3_kiwi_v2
smp_call_function_single	0x6228c21f	memlat;qcom_cpuss_sleep_stats;ubwcp
snd_compr_stop_error	0x880a5103	snd_soc_cs35l45_i2c;snd_soc_wm_adsp
snd_ctl_add	0x0f5ccb59	snd_soc_hdmi_codec
snd_ctl_new1	0xfb8323ca	snd_soc_hdmi_codec
snd_ctl_notify	0x0e78ef85	snd_soc_cs35l45_i2c;snd_soc_wm_adsp
snd_info_create_card_entry	0x881d5293	lpass_cdc_dlkm;wcd938x_dlkm;wcd939x_dlkm;wsa883x_dlkm;wsa884x_dlkm
snd_info_create_module_entry	0xdbbdc41b	lpass_cdc_dlkm;machine_dlkm;wcd938x_dlkm;wcd939x_dlkm;wsa883x_dlkm;wsa884x_dlkm
snd_info_free_entry	0x01cbc96c	lpass_cdc_dlkm;machine_dlkm;wcd938x_dlkm;wcd939x_dlkm;wsa883x_dlkm;wsa884x_dlkm
snd_info_register	0x765facd4	lpass_cdc_dlkm;machine_dlkm;wcd938x_dlkm;wcd939x_dlkm;wsa883x_dlkm;wsa884x_dlkm
snd_interval_refine	0x04cda566	snd_usb_audio_qmi
snd_jack_set_key	0xc3a27f2b	mbhc_dlkm
snd_pcm_add_chmap_ctls	0xb7e27e1a	snd_soc_hdmi_codec
snd_pcm_create_iec958_consumer_default	0x649892e8	snd_soc_hdmi_codec
snd_pcm_fill_iec958_consumer	0x1fb997e4	snd_soc_hdmi_codec
snd_pcm_fill_iec958_consumer_hw_params	0x5c407196	snd_soc_hdmi_codec
snd_pcm_format_physical_width	0x68a24153	snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c
snd_pcm_format_width	0xe56a9336	bt_fm_slim;lpass_cdc_rx_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;snd_soc_cs40l26;snd_soc_hdmi_codec
snd_pcm_hw_constraint_eld	0x744d0255	snd_soc_hdmi_codec
snd_pcm_hw_constraint_list	0xcf61ccb6	snd_soc_cs35l43_i2c
snd_soc_add_component_controls	0x63fdd47f	bt_fm_slim;lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;machine_dlkm;snd_soc_wm_adsp;wcd938x_dlkm;wcd939x_dlkm
snd_soc_bytes_tlv_callback	0x240a39e2	snd_soc_wm_adsp
snd_soc_card_get_kcontrol	0x9264fd7e	machine_dlkm;snd_soc_cs35l45_i2c;snd_soc_wm_adsp
snd_soc_card_jack_new	0x9cb268d7	mbhc_dlkm
snd_soc_component_disable_pin	0xd228a173	snd_soc_cs35l45_i2c;snd_soc_wm_adsp
snd_soc_component_enable_pin	0xf663f119	snd_soc_cs35l45_i2c
snd_soc_component_exit_regmap	0x29e29275	wsa883x_dlkm;wsa884x_dlkm
snd_soc_component_force_enable_pin	0x7919471b	snd_soc_cs35l45_i2c;snd_soc_wm_adsp
snd_soc_component_get_pin_status	0xa0d32e8f	snd_soc_cs35l45_i2c
snd_soc_component_init_regmap	0x12f0f104	lpass_cdc_dlkm;swr_haptics_dlkm;wcd938x_dlkm;wcd939x_dlkm;wsa883x_dlkm;wsa884x_dlkm
snd_soc_component_read	0xb7ed5895	lpass_cdc_dlkm;lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;mbhc_dlkm;wcd938x_dlkm;wcd939x_dlkm;wsa883x_dlkm;wsa884x_dlkm
snd_soc_component_set_sysclk	0xe9f86cf8	machine_dlkm
snd_soc_component_update_bits	0xedfab75d	lpass_cdc_dlkm;lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;mbhc_dlkm;wcd938x_dlkm;wcd939x_dlkm;wcd9xxx_dlkm;wsa883x_dlkm;wsa884x_dlkm
snd_soc_component_write	0x180d8e06	lpass_cdc_dlkm;lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;wcd938x_dlkm;wcd939x_dlkm;wsa884x_dlkm
snd_soc_dai_get_channel_map	0xa1c9efe5	machine_dlkm
snd_soc_dai_set_channel_map	0x4cd253a9	machine_dlkm
snd_soc_dai_set_sysclk	0x801708b6	machine_dlkm
snd_soc_dai_set_tdm_slot	0xdd8c801b	machine_dlkm
snd_soc_dapm_add_routes	0xb38ef37d	lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;machine_dlkm;snd_soc_hdmi_codec
snd_soc_dapm_disable_pin	0xf608ad2f	wcd_core_dlkm
snd_soc_dapm_force_enable_pin	0xaf1394e8	wcd_core_dlkm
snd_soc_dapm_get_enum_double	0xe638a2ac	lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;snd_soc_cs40l26;wcd938x_dlkm;wcd939x_dlkm
